Job Title,Job Type,Company Name,Posted Date,Cities,States,Start Date,Duration,Numer of Openings,Late date to apply,Stipend_num
SWACHH BHARAT MISSION INTERNS,Full Time,SIDDIPET MUNICIPALITY,2023-05-04 00:00:00,Siddipet,Telangana,Immediately,2 Months,4,2023-05-15 00:00:00,5000.0
TECHNICAL ASSISTANT - INTERN,Full Time,huzurnagar municipality,2023-05-04 00:00:00,Suryapet,Telangana,Immediately,2 Months,1,2023-05-15 00:00:00,2000.0
SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Palika Parishad Ujhani,2023-05-04 00:00:00,Badaun,Uttar Pradesh,Immediately,8 Weeks,1,2023-05-26 00:00:00,5000.0
"IEC, SOLID WASTE MANAGEMENT IN RATLAM",Full Time,Municipal Corporation Ratlam,2023-05-04 00:00:00,Ratlam,Madhya Pradesh,Immediately,2 Months,3,2023-05-30 00:00:00,1500.0
MRF EXPERT,Full Time,Municipal Corporation Ratlam,2023-05-04 00:00:00,Ratlam,Madhya Pradesh,Immediately,2 Months,1,2023-05-26 00:00:00,1500.0
SWACHH BHARAT MISSION INTERNS,Full Time,NAGAR PALIKA PARISHAD RUDAULI AYODHYA,2023-05-04 00:00:00,Faizabad,Uttar Pradesh,Immediately,1 Months,2,2023-12-05 00:00:00,1000.0
SBM URBAN INTERNSHIP,Full Time,Pebbair Municipality,2023-05-04 00:00:00,Wanaparthy,Telangana,Immediately,4 Weeks,1,2023-05-20 00:00:00,5000.0
SOLID WASTE MANAGEMENT,Full Time,JADCHERLA MUNICIPALITY,2023-05-04 00:00:00,Mahabubnagar,Telangana,Immediately,2 Months,2,2023-06-05 00:00:00,2000.0
SOLID WASTE MANAGEMENT INTERN,Full Time,Boduppal,2023-05-04 00:00:00,Medchal,Telangana,Immediately,2 Months,1,2023-05-15 00:00:00,2000.0
SOLID WASTE MANAGEMENT INTERN,Full Time,HALIYA MUNICIPALITY,2023-05-04 00:00:00,Nalgonda,Telangana,Immediately,2 Months,1,2023-05-30 00:00:00,2000.0
TECHNICAL SUPPORT,Full Time,Khammam Municipal corporation,2023-05-05 00:00:00,Khammam,Telangana,Immediately,2 Months,11,2023-05-31 00:00:00,2000.0
WASTE MANAGEMENT INTERN,Full Time,ACHAMPET MUNIICIPALITY,2023-05-05 00:00:00,Nagarkurnool,Telangana,Immediately,1 Months,1,2023-06-01 00:00:00,5000.0
SOLID WASTE MANAGEMENT AND ENVIRONMENTAL ENGINEERING,Full Time,kothagudem Municipality,2023-05-05 00:00:00,Bhadradri Kothagudem,Telangana,Immediately,2 Months,2,2023-05-16 00:00:00,2000.0
SWACHH BHARAT MISSION,Full Time,NAGAR PANCHAYAT NARORA,2023-05-05 00:00:00,Bulandshahar,Uttar Pradesh,Immediately,1 Months,1,2023-05-15 00:00:00,5000.0
AWARENESS ON SOLID WASTE MANAGEMENT,Part Time,NP Kalinagar,2023-05-06 00:00:00,Puranpur,Uttar Pradesh,Immediately,12 Weeks,1,2023-05-10 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,NAGAR PALIKA PARISAD MAWANA,2023-05-06 00:00:00,Mawana,Uttar Pradesh,Immediately,02 Months,2,2024-05-15 00:00:00,5000.0
INTERNSHIP IN PUBLIC HEALTHCARE - SWACHH BHARAT MISSION : OPERATIONS LEADERS,Full Time,Surat Smart City Development Limited,2023-05-06 00:00:00,Surat,Gujarat,Immediately,3 Months,2,2023-06-28 00:00:00,12000.0
INTERNSHIP IN PUBLIC HEALTHCARE - SWACHH BHARAT MISSION : COMMUNITY & VOLUNTEERS MANAGER,Full Time,Surat Smart City Development Limited,2023-05-06 00:00:00,Surat,Gujarat,Immediately,3 Months,5,2023-06-28 00:00:00,12000.0
"INTERNSHIP IN PUBLIC HEALTHCARE - SWACHH BHARAT MISSION : SOCIAL MEDIA MARKETING, PR & EVENTS MANAGER",Full Time,Surat Smart City Development Limited,2023-05-06 00:00:00,Surat,Gujarat,Immediately,3 Months,2,2023-06-28 00:00:00,12000.0
INTERNSHIP IN PUBLIC HEALTHCARE - SWACHH BHARAT MISSION : DATA & PRESENTATION MANAGER,Full Time,Surat Smart City Development Limited,2023-05-06 00:00:00,Surat,Gujarat,Immediately,3 Months,2,2023-06-28 00:00:00,12000.0
CITIZEN OUTREACH INTERN FOR SWACHH BHARAT MISSION,Full Time,Mahidpur Municipal Council,2023-05-06 00:00:00,Mahidpurcity,Madhya Pradesh,Immediately,1 Months,1,2023-05-31 00:00:00,3000.0
SOLID WASTE MANAGEMENT,Part Time,NAGAR PANCHAYAT TITRON,2023-05-06 00:00:00,Saharanpur,Uttar Pradesh,Immediately,1 Months,1,2023-05-31 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,NAGAR PANCHAYAT DAURALA,2023-05-06 00:00:00,Meerut,Uttar Pradesh,Immediately,2 Months,1,2024-04-16 00:00:00,5000.0
SWACHH BHARAT MISSION INTERNS,Full Time,NAGAR PALIKA PARISHAD ITARSI,2023-05-06 00:00:00,Itarsi,Madhya Pradesh,Immediately,6 Months,2,2023-05-15 00:00:00,5000.0
SBM-U TULIP INTERNSHIPS,Full Time,NAGAR PANCHAYAT ACHHALDA AURAIYA,2023-05-06 00:00:00,Auraiya,Uttar Pradesh,Immediately,2 Months,2,2023-05-12 00:00:00,5000.0
SWACCH BHARAT MISSION,Full Time,Nagar Palika Parishad Sikandrabad,2023-05-06 00:00:00,Sikandrabad,Uttar Pradesh,Immediately,3 Months,2,2023-05-30 00:00:00,5000.0
SANITATION AND SOLID WASTE MANAGEMENT,Part Time,NP Muhammadbad Gohana,2023-05-06 00:00:00,Mau,Uttar Pradesh,Immediately,3 Months,3,2023-05-07 00:00:00,5000.0
IEC INTERN,Full Time,NAGAR PARISHAD CHICHLI,2023-05-06 00:00:00,Narsinghpur,Madhya Pradesh,Immediately,2 Months,2,2023-05-22 00:00:00,5500.0
SWACHH BHARAT MISSION INTERN (IEC),Part Time,Nagar Palika Parishad Nakur,2023-05-06 00:00:00,Nakur,Uttar Pradesh,Immediately,1 Months,1,2023-05-31 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,NAGAR PANCHAYAT PARIKSHITGARH,2023-05-06 00:00:00,Meerut,Uttar Pradesh,Immediately,2 Months,1,2024-04-22 00:00:00,5000.0
URBAN PLANNING INCLUDING TOWN PLANNING,Full Time,Nagar Palika Parishad Sardhana,2023-05-06 00:00:00,Sardhana,Uttar Pradesh,Immediately,2 months,2,2024-03-10 00:00:00,5000.0
SWM WORKSHOP OPERATION & MAINTENANCE,Full Time,Toopran,2023-05-06 00:00:00,Medak,Telangana,Immediately,3 Weeks,5,2023-05-30 00:00:00,5000.0
SWACCH BHARAT MISSION,Part Time,NAGAR PALIKA PARISHAD MARHERA ETAH,2023-05-06 00:00:00,Etah,Uttar Pradesh,Immediately,2 Months,1,2023-05-09 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Nagar Panchayat Sasni Hathras,2023-05-06 00:00:00,Hathras,Uttar Pradesh,Immediately,2 Months,1,2023-05-15 00:00:00,5000.0
SBM INTERNSHIP JAHANGIRPUR,Full Time,Nagar Panchayat Jahangirpur,2023-05-06 00:00:00,Gautam Buddha Nagar,Uttar Pradesh,Immediately,1 Months,1,2023-05-31 00:00:00,5000.0
OFFICE ASSISTANT,Part Time,Nagar panchayat Kithaur,2023-05-06 00:00:00,Kithaur,Uttar Pradesh,Immediately,3 Months,2,2023-05-15 00:00:00,5000.0
SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Panchayat Rampur Maniharan,2023-05-06 00:00:00,Saharanpur,Uttar Pradesh,Immediately,1 Months,1,2023-05-19 00:00:00,3000.0
SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,NAGAR PANCHAYAT BEHAT,2023-05-06 00:00:00,Saharanpur,Uttar Pradesh,Immediately,36 Months,1,2023-05-06 00:00:00,5000.0
SOCIAL MEDIA HANDLING,Full Time,NAGAR PANCHAYAT SAHASPUR,2023-05-06 00:00:00,Dhampur,Uttar Pradesh,Immediately,2 Months,1,2023-05-15 00:00:00,5000.0
SWACHH BHARAT MISSION INTERNS,Full Time,MUNICIPAL COUNCIL MHOWGAON,2023-05-07 00:00:00,Indore,Madhya Pradesh,Immediately,5 Months,1,2023-05-20 00:00:00,5000.0
CITIZEN OUTREACH INTERN FOR SWACHH BHARAT MISSION,Full Time,Thane Municipal Corporation,2023-05-08 00:00:00,Thane,Maharashtra,Immediately,1 Months,1,2023-05-26 00:00:00,5000.0
SWACHH BHARAT MISSION INTERNS,Part Time,Nagar Panchayat Lar Deoria,2023-05-08 00:00:00,Deoria,Uttar Pradesh,Immediately,2 Months,1,2023-05-15 00:00:00,5000.0
SOLID WASTE MANAGEMENT INTERN 2023,Full Time,Ibrahimpatnam,2023-05-08 00:00:00,Rangareddy,Telangana,Immediately,2 Months,1,2024-03-31 00:00:00,2000.0
IT INTERN,Full Time,Ghaziabad Municipal Corporation,2023-05-08 00:00:00,Ghaziabad,Uttar Pradesh,Immediately,1 Months,1,2023-05-15 00:00:00,5000.0
SBM INTERNSHIP,Full Time,Nagar Panchayat Nawabganj Farrukhabad,2023-05-08 00:00:00,Farrukhabad,Uttar Pradesh,Immediately,1 Months,1,2023-05-15 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Nagar Panchayat Karnawal,2023-05-08 00:00:00,Meerut,Uttar Pradesh,Immediately,6 Months,2,2024-04-16 00:00:00,5000.0
SWACCH BHARAT MISSION URBAN INTERNSHIP,Part Time,Nagar Panchayat Raja Ka Rampur Etah,2023-05-08 00:00:00,Etah,Uttar Pradesh,Immediately,2 Months,1,2023-05-15 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Part Time,NPP Shikohabad,2023-05-08 00:00:00,Shikohabad,Uttar Pradesh,Immediately,1 Months,1,2023-05-18 00:00:00,5000.0
SWACHH BHARAT MISSION INTERNS,Full Time,POCHARAM MUNICIPALITY,2023-05-08 00:00:00,Medchal,Telangana,Immediately,2 Months,1,2023-05-15 00:00:00,5000.0
SOLID WASTE MANAGEMENT INTERN,Full Time,KOTHUR MUNICIPALITY,2023-05-08 00:00:00,Rangareddy,Telangana,Immediately,2 Months,1,2023-05-20 00:00:00,5000.0
SWACHH BHARAT MISSION INTERNS,Full Time,Nagar Vikash Vibhag,2023-05-08 00:00:00,Sirathu,Uttar Pradesh,Immediately,2 Months,1,2023-05-10 00:00:00,5000.0
SWACHH BHARAT MISSION,Full Time,MUNCIPAL COUNCIL BADAWADA,2023-05-08 00:00:00,Ratlam,Madhya Pradesh,Immediately,2 Weeks,2,2023-05-31 00:00:00,5000.0
5. MCC IS LOOKING FOR INTERNS FOR PLANNING AND DOCUMENTATION OF VARIOUS CITIZEN ENGAGEMENT ACTIVITIES UNDER SBM AND AMRUT,Full Time,Municipal Corporation Chandigarh,2023-05-08 00:00:00,Chandigarh,Chandigarh,Immediately,3 Months,2,2023-06-16 00:00:00,10000.0
SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Palika Parishad Bijnor,2023-05-08 00:00:00,Bijnore,Uttar Pradesh,Immediately,2 Months,1,2023-05-25 00:00:00,5000.0
SWACHH BHARAT MISSION INTERNS,Full Time,NAGAR PANCHAYAT SARAI AKIL,2023-05-08 00:00:00,Kaushambi,Uttar Pradesh,Immediately,2 Months,1,2023-05-12 00:00:00,5000.0
INTERNSHIP WITH MAYOR IN SWACHH BHARAT MISSION (URBAN) IN INDORE,Full Time,Indore Municipal Corporation,2023-05-08 00:00:00,Indore,Madhya Pradesh,Immediately,2 Months,85,2023-06-30 00:00:00,2000.0
SWACHH BHARAT MISSION INTERNS,Part Time,NAGAR PANCHAYAT KUNDARKI,2023-05-08 00:00:00,Moradabad,Uttar Pradesh,Immediately,3 Months,1,2023-05-20 00:00:00,5000.0
COMMUNICATIOSBMN INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,nagarpanchayat katra gonda,2023-05-08 00:00:00,Gonda,Uttar Pradesh,Immediately,1 Months,2,2023-05-25 00:00:00,5000.0
COMMUNICATIOSBMN INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,nagarpanchayat khargupur,2023-05-08 00:00:00,Gonda,Uttar Pradesh,Immediately,1 Months,2,2023-05-25 00:00:00,5000.0
6. MCC IS LOOKING FOR INTERNS TO ASSIST IN PLANNING AND EXECUTE VARIOUS CITIZEN ENGAGEMENT ACTIVITIES UNDER SWACHH BHARAT MISSION 2.0,Full Time,Municipal Corporation Chandigarh,2023-05-09 00:00:00,Chandigarh,Chandigarh,Immediately,3 Months,2,2024-05-10 00:00:00,10000.0
SANITATION AND SOLID WASTE MANAGEMENT,Full Time,NAGAR PANCHAYAT ADARI MAU,2023-05-09 00:00:00,Mau,Uttar Pradesh,Immediately,3 Months,2,2023-05-11 00:00:00,5000.0
COMMUNICATION INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Part Time,NPP Shikohabad,2023-05-09 00:00:00,Shikohabad,Uttar Pradesh,Immediately,2 Months,3,2023-05-18 00:00:00,5000.0
SOCIAL MEDIA CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,DHAMPUR MUNICIPAL CORPORATION,2023-05-09 00:00:00,Dhampur,Uttar Pradesh,Immediately,2 Months,1,2023-05-25 00:00:00,5000.0
SOCIAL MEDIA CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Palika Parishad Bijnor,2023-05-09 00:00:00,Bijnore,Uttar Pradesh,Immediately,2 Months,1,2023-05-25 00:00:00,5000.0
"SBM COMMUNICATION, AND AWARENESS PROGRAMME INTERN",Full Time,Nagar Palika Parishad Bijnor,2023-05-09 00:00:00,Bijnore,Uttar Pradesh,Immediately,2 Months,1,2023-05-25 00:00:00,5000.0
SWACHH BHARAT MISSION INTERN (IEC),Full Time,Nagar Palika Parishad Bijnor,2023-05-09 00:00:00,Bijnore,Uttar Pradesh,Immediately,2 Months,1,2023-05-25 00:00:00,5000.0
SOLID WASTE MANAGEMENT INTERN 2023,Full Time,Nagar Palika Parishad Bijnor,2023-05-09 00:00:00,Bijnore,Uttar Pradesh,Immediately,2 Months,1,2023-05-25 00:00:00,5000.0
SWACCH BHARAT MISSION,Part Time,Nagar Panchayat Jaithara,2023-05-09 00:00:00,Etah,Uttar Pradesh,Immediately,2 Months,1,2023-05-15 00:00:00,5000.0
SWACHH BHARAT MISSION INTERN (IEC),Full Time,NAGAR PALIKA PARISHAD KIRATPUR,2023-05-09 00:00:00,Bijnore,Uttar Pradesh,Immediately,2 Months,1,2023-05-25 00:00:00,5000.0
IEC FOR SOLID WASTE MANAGEMENT GUNTUR,Full Time,Guntur Municipal corporation,2023-05-09 00:00:00,Guntur,Andhra Pradesh,Immediately,2 Months,10,2023-07-25 00:00:00,5000.0
COMPUTER OPERATOR(INTERN),Part Time,Nagar Palika Parishad Bachhraon,2023-05-09 00:00:00,Amroha,Uttar Pradesh,Immediately,2 Months,1,2023-05-30 00:00:00,5000.0
CLEAN CITY,Full Time,NAGAR PALIKA PARISHAD BALLIA,2023-05-09 00:00:00,Ballia,Uttar Pradesh,Immediately,1 Months,1,2023-05-09 00:00:00,5000.0
SBM INTERNSHIP,Full Time,Nagar palika parishad chhibramau,2023-05-09 00:00:00,Kannauj,Uttar Pradesh,Immediately,1 Months,1,2023-05-15 00:00:00,5000.0
SBM INTERNSHIP,Part Time,nagar panchyat koraon prayagraj,2023-05-09 00:00:00,Allahabad,Uttar Pradesh,Immediately,1 Months,11,2023-06-30 00:00:00,5000.0
SWACCH BHARAT MISSION URBAN INTERNSHIP,Full Time,Saharanpur Smart City ltd.,2023-05-09 00:00:00,Saharanpur,Uttar Pradesh,Immediately,3 Months,6,2023-05-14 00:00:00,8000.0
SOCIAL MEDIA CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Palika Parishad Najibabad,2023-05-09 00:00:00,Najibabad,Uttar Pradesh,Immediately,3 Months,2,2024-12-31 00:00:00,10000.0
SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Palika Parishad Najibabad,2023-05-09 00:00:00,Najibabad,Uttar Pradesh,Immediately,2 Months,1,2024-12-30 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Part Time,NAGAR PANCHAYAT USHAIT,2023-05-09 00:00:00,Budaun,Uttar Pradesh,Immediately,2 Months,1,2023-05-25 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Part Time,Np Alapur,2023-05-09 00:00:00,Badaun,Uttar Pradesh,Immediately,2 Months,1,2023-05-25 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NP Kunwargaon,2023-05-09 00:00:00,Badaun,Uttar Pradesh,Immediately,2 Months,1,2023-05-31 00:00:00,5000.0
SOLID WASTE MANAGEMENT EXPERT,Full Time,Sanawad Municipal Council,2023-05-09 00:00:00,Khargone,Madhya Pradesh,Immediately,2 Months,1,2023-12-01 00:00:00,12000.0
SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,NAGAR PANCHAYAT AMBEHTA,2023-05-09 00:00:00,Saharanpur,Uttar Pradesh,Immediately,1 Months,1,2023-05-19 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Nagar Palika parishad Colonelganj,2023-05-09 00:00:00,Gonda,Uttar Pradesh,Immediately,1 Months,2,2023-06-17 00:00:00,5000.0
INTERNS FOR IEC,Full Time,Nagar Nigam Agra,2023-05-09 00:00:00,Agra,Uttar Pradesh,Immediately,3 Months,20,2023-05-30 00:00:00,5000.0
COMMUNICATIOSBMN INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Nagar Panchayat Paraspur Gonda,2023-05-09 00:00:00,Gonda,Uttar Pradesh,Immediately,1 Months,2,2023-05-25 00:00:00,5000.0
AWARENESS ON SOLID WASTE MANAGEMENT,Part Time,NAGAR PANCHAYAT BILSANDA,2023-05-09 00:00:00,Pilibhit,Uttar Pradesh,Immediately,12 Weeks,1,2023-05-15 00:00:00,5000.0
SANITATION AND SOLID WASTE MANAGEMENT INTERN,Full Time,Nagar Panchayt Chaumuhan Mathura,2023-05-09 00:00:00,Chaumuhan Mathura,Uttar Pradesh,Immediately,1 month,1,2023-05-21 00:00:00,5000.0
DATA ANALYSIS AND MANAGEMENT INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Panchayat Khetasarai,2023-05-09 00:00:00,Jaunpur,Uttar Pradesh,Immediately,1 Months,1,2023-05-11 00:00:00,5000.0
SANITATION AND SOLID WASTE MANAGEMENT INTERN,Full Time,Bajna Nagar Panchayt,2023-05-09 00:00:00,Mathura,Uttar Pradesh,Immediately,1 Months,1,2023-05-28 00:00:00,5000.0
SWACHH  BHARATH MISSION,Full Time,MUNICIPAL CORPORATION LUDHIANA,2023-05-09 00:00:00,Ludhiana,Punjab,Immediately,2 Months,20,2023-06-25 00:00:00,12000.0
SANITATION AND SOLID WASTE MANAGEMENT INTERN,Full Time,Gokul Nagar Panchayat,2023-05-09 00:00:00,Mathura,Uttar Pradesh,Immediately,1 Months,1,2023-05-29 00:00:00,5000.0
SANITATION AND SOLID WASTE MANAGEMENT INTERN,Part Time,Nagar Panchayat Chhata,2023-05-09 00:00:00,Chhata,Uttar Pradesh,Immediately,1 Months,1,2023-05-21 00:00:00,5000.0
SBM TECHNICAL TRAINEE,Full Time,Municipal Council Panagar district Jabalpur MP,2023-05-09 00:00:00,Jabalpur,Madhya Pradesh,Immediately,1 Months,1,2023-05-25 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Part Time,Nagar Palika Parishad Amroha,2023-05-09 00:00:00,Amroha,Uttar Pradesh,Immediately,2 Months,5,2023-05-22 00:00:00,5000.0
COMPUTER OPERATOR(INTERN),Part Time,Nagar Palika Parishad Amroha,2023-05-09 00:00:00,Amroha,Uttar Pradesh,Immediately,2 Months,1,2023-05-22 00:00:00,5000.0
IEC INTERN,Full Time,Kurawar Municipal Council,2023-05-09 00:00:00,Rajgarh,Madhya Pradesh,Immediately,02 Months,3,2023-05-31 00:00:00,5000.0
SWACHH BHARAT MISSION INTERNS,Full Time,MOUNICIPAL COUNCIL RAU,2023-05-09 00:00:00,Indore,Madhya Pradesh,Immediately,5 Months,2,2023-05-25 00:00:00,5000.0
SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Part Time,NAGAR PANCHAYAT BEHAT,2023-05-09 00:00:00,Saharanpur,Uttar Pradesh,Immediately,4 Weeks,1,2023-05-09 00:00:00,5000.0
SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Palika Parshad Chandpur District Bijnor.,2023-05-09 00:00:00,Bijnor,Uttar Pradesh,Immediately,2 Months,1,2024-08-10 00:00:00,15000.0
SOCIAL MEDIA CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Palika Parshad Chandpur District Bijnor.,2023-05-09 00:00:00,Bijnor,Uttar Pradesh,Immediately,2 Months,1,2024-08-10 00:00:00,15000.0
SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Panchayat Karhal,2023-05-10 00:00:00,Karhal,Uttar Pradesh,Immediately,1 Weeks,5,2023-05-12 00:00:00,5000.0
DOOR TO DOOR GARBAGE COLLECTION,Full Time,Nagar Parishad Rajgarh Dhar,2023-05-10 00:00:00,Dhar,Madhya Pradesh,Immediately,2 Weeks,1,2023-05-15 00:00:00,5000.0
SWACHH BHARAT MISSION INTERNS,Full Time,Saharanpur Nagar Nigam,2023-05-10 00:00:00,Saharanpur,Uttar Pradesh,Immediately,2 Weeks,15,2023-05-15 00:00:00,5000.0
SOLID WASTE MANAGEMENT,Part Time,Nagar Panchayat Rabupura,2023-05-10 00:00:00,Gautam Buddha Nagar,Uttar Pradesh,Immediately,2 Months,1,2023-05-30 00:00:00,5000.0
TECHNICAL  SUPPORT,Full Time,Nagar Panchayat Gangapur Varanasi,2023-05-10 00:00:00,Varanasi,Uttar Pradesh,Immediately,3 Months,2,2024-01-31 00:00:00,5000.0
OFFICE MANEGMENT,Part Time,Nagar Palika Parishad Kushinagar,2023-05-10 00:00:00,Kushinagar,Uttar Pradesh,Immediately,2 Months,2,2023-05-30 00:00:00,5000.0
INTERNS FOR ASSISTING IN SANITATION SWACHH BHARAT MISSION (URBAN)  PANDHURNA,Full Time,MUNICIPAL COUNCIL PANDHURNA,2023-05-10 00:00:00,Pandhurna,Madhya Pradesh,Immediately,2 Months,1,2023-05-31 00:00:00,6000.0
SOLID WASTE MANAGEMENT INTERN 2023,Full Time,Secunderabad Cantonment Board,2023-05-10 00:00:00,Hyderabad,Telangana,Immediately,2 Months,20,2023-06-30 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Nagar Palika Parishad Khalilabad,2023-05-10 00:00:00,Sant Kabir Nagar,Uttar Pradesh,Immediately,1 Months,1,2023-05-15 00:00:00,5000.0
SANITATION AND SOLID WASTE MANAGEMENT,Full Time,Municipal Corporation Khandwa,2023-05-10 00:00:00,Khandwa,Madhya Pradesh,Immediately,1 Months,8,2023-05-30 00:00:00,10000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Nagar Panchayat Hariharpur,2023-05-10 00:00:00,Sant Kabir Nagar,Uttar Pradesh,Immediately,1 Months,1,2023-05-20 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Part Time,Nagar Panchayat Joya,2023-05-10 00:00:00,Amroha,Uttar Pradesh,Immediately,2 Months,1,2023-05-18 00:00:00,5000.0
SBMU INTERNS IN ABOHAR,Full Time,Municipal Corporation Abohar,2023-05-10 00:00:00,Abohar,Punjab,Immediately,2 Months,6,2023-05-30 00:00:00,12000.0
"IEC, SOLID WASTE MANAGMENT IN CHICHOLI",Full Time,Nagar Parishad Chicholi District Betul M.P.,2023-05-10 00:00:00,Chicholi,Madhya Pradesh,Immediately,2 Weeks,1,2023-05-20 00:00:00,5000.0
SBM INTERNSHIP,Full Time,Deolali Pravara Municipal Council,2023-05-10 00:00:00,Deolali Pravara,Maharashtra,Immediately,2 Months,1,2023-05-25 00:00:00,5000.0
SOLID WASTE MANAGEMENT,Full Time,nagar palika parishad mongarabadshahpur,2023-05-10 00:00:00,Jaunpur,Uttar Pradesh,Immediately,1 Months,1,2023-05-15 00:00:00,5000.0
SBM INTERNSHIP,Full Time,NAGAR PANCHAYAT SIKANDARPUR,2023-05-10 00:00:00,Sikandarpur,Uttar Pradesh,Immediately,1 Months,1,2023-05-15 00:00:00,5000.0
SWACHH BHARAT MISSION INTERNS,Part Time,Nagar Panchayat Lalganj Pratapgarh,2023-05-10 00:00:00,Pratapgarh,Uttar Pradesh,Immediately,2 Months,2,2023-05-30 00:00:00,5000.0
JUMC SWACHH INTERNA,Full Time,Junagadh Municipal Corporation Gujarat,2023-05-10 00:00:00,Junagadh,Gujarat,Immediately,2 Months,8,2023-06-20 00:00:00,8000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Nagar Panchayat Gosaiganj Lucknow,2023-05-10 00:00:00,Lucknow,Uttar Pradesh,Immediately,1 Months,1,2023-05-15 00:00:00,5000.0
IEC FOR SOLID WASTE MANAGEMENT,Full Time,Khilchipur,2023-05-10 00:00:00,Khilchipur,Madhya Pradesh,Immediately,2 Months,1,2023-05-30 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Part Time,NP Ujhari,2023-05-10 00:00:00,Amroha,Uttar Pradesh,Immediately,2 Months,1,2023-05-10 00:00:00,5000.0
COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Nagar Panchayat Makkhanpur,2023-05-10 00:00:00,Firozabad,Uttar Pradesh,Immediately,2 Months,2,2023-05-20 00:00:00,5000.0
SOLID WASTE MANAGEMENT INTERN,Full Time,Mahabubnagar Municipality,2023-05-10 00:00:00,Mahabubnagar,Telangana,Immediately,2 Months,6,2023-05-31 00:00:00,5000.0
SBM IEC INTERN,Part Time,Municipal Council Sihora,2023-05-10 00:00:00,Sihora,Madhya Pradesh,Immediately,1 Months,3,2023-05-20 00:00:00,5000.0
SBM INTERNSHIP,Full Time,Kanpur Municipal Corporation,2023-05-10 00:00:00,Kanpur,Uttar Pradesh,Immediately,6 Weeks,17,2023-05-17 00:00:00,5000.0
SBM INTERNSHIP COMMUNICATION,Part Time,Nagar Parishad Dindori,2023-05-10 00:00:00,Dindori,Madhya Pradesh,Immediately,1 Months,15,2023-05-31 00:00:00,5000.0
SBM INTERNSHIP,Virtual Internship,Nagar Parishad Dindori,2023-05-10 00:00:00,Dindori,Madhya Pradesh,Immediately,1 Months,15,2023-05-31 00:00:00,5000.0
